,Player,Team Name,Position,Year,Games Played,Games Started,Field Goals Made,Minutes,Free Throws,Points,Blocks,Blocked Attempts,Personal Fouls,Assists,Turnovers,Assists Turnover Ratio,Steals,Three Pointers,Two Pointers,Rebounds
2390,Tyler Zeller,Milwaukee Bucks,C,2017,24,1,62,406.0,17,141,14,10,48,19,12,1.58,7,0,62,111
2391,Jabari Parker,Milwaukee Bucks,F,2017,31,3,160,743.0,40,391,10,17,50,59,45,1.31,25,31,129,151
2392,Matthew Dellavedova,Milwaukee Bucks,G,2017,38,3,55,712.0,25,164,0,6,67,145,49,2.96,14,29,26,64
2393,Malcolm Brogdon,Milwaukee Bucks,G,2017,48,20,244,1436.0,75,625,13,40,128,152,66,2.3,41,62,182,156
2394,Xavier Munford,Milwaukee Bucks,G,2017,6,0,1,21.0,1,3,0,0,4,4,2,2.0,1,0,1,1
2395,Dragan Bender,Phoenix Suns,F,2017,82,37,187,2069.0,39,531,53,24,166,130,112,1.16,22,118,69,361
2396,Joffrey Lauvergne,San Antonio Spurs,C,2017,55,1,98,534.0,30,226,3,20,45,41,33,1.24,9,0,98,171
2397,Davis Bertans,San Antonio Spurs,F,2017,77,10,161,1086.0,40,456,28,6,93,74,36,2.06,26,94,67,153
2398,Kawhi Leonard,San Antonio Spurs,F,2017,9,9,52,210.0,31,146,9,5,9,21,16,1.31,18,11,41,42
2399,Tony Parker,San Antonio Spurs,G,2017,55,21,178,1071.0,55,421,1,22,52,195,68,2.87,28,10,168,95
2400,Patty Mills,San Antonio Spurs,G,2017,82,36,280,2107.0,105,819,11,14,128,229,106,2.16,55,154,126,154
2401,Derrick White,San Antonio Spurs,G,2017,17,0,16,139.0,14,54,3,2,8,9,6,1.5,4,8,8,26
2402,Manu Ginobili,San Antonio Spurs,G,2017,65,0,201,1299.0,110,576,16,25,126,163,105,1.55,43,64,137,142
2403,Darrun Hilliard,San Antonio Spurs,G-F,2017,14,0,5,95.0,6,16,0,2,7,11,4,2.75,2,0,5,7
2404,Dejounte Murray,San Antonio Spurs,G,2017,81,48,270,1743.0,105,654,31,46,151,231,134,1.72,97,9,261,459
2405,Tyler Lydon,Denver Nuggets,F,2017,1,0,0,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2406,Matt Costello,San Antonio Spurs,F-C,2017,4,0,2,32.0,0,4,2,0,7,2,1,2.0,2,0,2,9
2407,Bryn Forbes,San Antonio Spurs,G,2017,80,12,209,1517.0,48,555,2,19,108,80,37,2.16,28,89,120,110
2408,Danuel House Jr.,Phoenix Suns,F-G,2017,23,3,56,403.0,25,152,6,12,23,25,11,2.27,7,15,41,76
2409,Alan Williams,Phoenix Suns,F,2017,5,0,7,70.0,6,20,1,3,13,8,7,1.14,5,0,7,22
2410,T.J. Warren,Phoenix Suns,F,2017,65,65,529,2142.0,193,1271,41,53,149,85,85,1.0,65,20,509,333
2411,Naz Mitrou-Long,Utah Jazz,G,2017,1,0,1,1.0,0,3,0,0,0,0,0,0.0,0,1,0,0
2412,Raul Neto,Utah Jazz,G,2017,41,0,69,498.0,26,183,4,14,38,75,36,2.08,13,19,50,49
2413,Eric Griffin,Utah Jazz,F,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2414,Ricky Rubio,Utah Jazz,G,2017,77,77,346,2254.0,220,1008,11,43,206,410,207,1.98,121,96,250,351
2415,Thabo Sefolosha,Utah Jazz,F-G,2017,38,6,118,806.0,44,312,12,19,59,33,30,1.1,52,32,86,161
2416,Derrick Favors,Utah Jazz,C,2017,77,77,395,2153.0,140,944,82,41,164,102,88,1.16,54,14,381,552
2417,Donovan Mitchell,Utah Jazz,G,2017,79,71,595,2638.0,239,1616,27,81,213,291,215,1.35,118,187,408,296
2418,Ekpe Udoh,Utah Jazz,F-C,2017,63,3,60,810.0,42,162,74,11,105,53,20,2.65,43,0,60,150
2419,Rodney Hood,Utah Jazz,G-F,2017,39,12,234,1084.0,85,655,7,14,64,65,63,1.03,30,102,132,111
2420,Jae Crowder,Utah Jazz,F,2017,27,0,114,744.0,43,319,9,14,63,41,32,1.28,23,48,66,102
2421,Georges Niang,Utah Jazz,F,2017,9,0,4,32.0,1,9,0,1,1,3,3,1.0,2,0,4,9
2422,Eric Bledsoe,Phoenix Suns,G,2017,3,3,16,83.0,11,47,2,1,6,9,10,0.9,4,4,12,7
2423,Greg Monroe,Phoenix Suns,C,2017,20,14,97,465.0,31,225,6,13,40,50,40,1.25,16,0,97,160
2424,Shaquille Harrison,Phoenix Suns,G,2017,23,2,59,384.0,28,152,7,17,42,55,22,2.5,26,6,53,61
2425,Marquese Chriss,Phoenix Suns,F,2017,72,49,202,1527.0,96,556,70,42,205,83,107,0.78,51,56,146,395
2426,Elfrid Payton,Phoenix Suns,G,2017,19,19,91,551.0,37,224,6,24,50,118,54,2.19,19,5,86,100
2427,Tyler Ulis,Phoenix Suns,G,2017,71,43,214,1658.0,84,554,7,42,120,311,127,2.45,70,42,172,128
2428,Troy Daniels,Phoenix Suns,G,2017,79,15,232,1623.0,56,703,5,16,137,48,56,0.86,26,183,49,127
2429,Derrick Jones Jr.,Phoenix Suns,F,2017,6,0,2,33.0,5,9,4,0,2,3,1,3.0,1,0,2,4
2430,Davon Reed,Phoenix Suns,G,2017,21,1,22,242.0,8,63,2,7,17,13,10,1.3,10,11,11,39
2431,Tyson Chandler,Phoenix Suns,C,2017,46,46,121,1151.0,58,300,27,6,106,53,59,0.9,16,0,121,418
2432,Devin Booker,Phoenix Suns,G,2017,54,54,455,1865.0,289,1346,14,60,168,253,194,1.3,47,147,308,244
2433,Alex Len,Phoenix Suns,C,2017,69,13,214,1395.0,158,587,61,43,158,82,78,1.05,27,1,213,518
2434,Nate Wolters,Utah Jazz,G,2017,5,0,1,19.0,0,2,0,1,1,1,0,0.0,0,0,1,2
2435,Jameer Nelson,New Orleans Pelicans,G,2017,43,0,84,897.0,13,221,3,6,67,156,56,2.79,23,40,44,96
2436,Josh Gray,Phoenix Suns,G,2017,5,0,11,86.0,7,32,2,6,8,12,7,1.71,8,3,8,10
2437,Jordan Crawford,New Orleans Pelicans,G,2017,5,0,12,53.0,1,33,1,2,7,13,5,2.6,1,8,4,4
2438,JJ Redick,Philadelphia 76ers,G,2017,70,70,404,2116.0,197,1198,6,30,123,210,103,2.04,35,193,211,178
2439,T.J. McConnell,Philadelphia 76ers,G,2017,76,1,210,1706.0,31,478,13,30,122,303,112,2.71,92,27,183,226
2440,Furkan Korkmaz,Philadelphia 76ers,G-F,2017,14,0,8,80.0,2,23,1,1,12,4,2,2.0,2,5,3,11
2441,James Michael McAdoo,Philadelphia 76ers,F,2017,3,0,2,18.0,2,8,1,0,1,0,1,0.0,0,2,0,2
2442,Richaun Holmes,Philadelphia 76ers,F,2017,48,2,135,746.0,37,311,29,18,97,61,25,2.44,20,4,131,211
2443,Jerryd Bayless,Philadelphia 76ers,G,2017,39,11,109,925.0,35,307,6,18,91,54,46,1.17,23,54,55,80
2444,Andrew White III,Atlanta Hawks,F-G,2017,15,0,25,209.0,1,69,1,2,12,6,8,0.75,3,18,7,34
2445,Tyler Cavanaugh,Atlanta Hawks,F,2017,39,1,67,518.0,17,183,4,9,61,27,14,1.93,9,32,35,127
2446,DeAndre' Bembry,Atlanta Hawks,F,2017,26,3,53,455.0,19,136,12,10,38,49,47,1.04,21,11,42,72
2447,Luke Babbitt,Atlanta Hawks,F,2017,37,9,80,570.0,17,226,5,6,47,26,15,1.73,7,49,31,81
2448,Okaro White,Atlanta Hawks,F,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2449,Dewayne Dedmon,Atlanta Hawks,C,2017,62,46,250,1542.0,67,617,51,12,162,90,86,1.05,40,50,200,489
2450,Ersan Ilyasova,Atlanta Hawks,F,2017,46,40,184,1175.0,72,501,17,19,92,51,43,1.19,44,61,123,251
2451,Dennis Schroder,Atlanta Hawks,G,2017,67,67,500,2078.0,225,1301,6,114,147,417,183,2.28,72,76,424,208
2452,Tyler Dorsey,Atlanta Hawks,G,2017,56,5,144,974.0,45,405,5,27,63,79,37,2.14,17,72,72,130
2453,Josh Magette,Atlanta Hawks,G,2017,18,0,15,216.0,8,46,1,2,16,57,9,6.33,8,8,7,19
2454,Malcolm Delaney,Atlanta Hawks,G,2017,54,3,109,1014.0,74,338,6,18,82,163,66,2.47,35,46,63,100
2455,Isaiah Taylor,Atlanta Hawks,G,2017,67,9,163,1167.0,99,445,10,33,116,206,84,2.45,34,20,143,94
2456,Nicolas Brussino,Atlanta Hawks,F,2017,4,0,0,10.0,0,0,0,0,0,0,0,0.0,0,0,0,3
2457,Mike Muscala,Atlanta Hawks,F-C,2017,53,7,143,1060.0,57,405,27,9,80,51,42,1.21,31,62,81,230
2458,Miles Plumlee,Atlanta Hawks,C,2017,55,35,105,918.0,27,237,30,13,79,45,63,0.71,17,0,105,228
2459,Joel Embiid,Philadelphia 76ers,C-F,2017,63,63,510,1912.0,359,1445,111,74,209,199,234,0.85,40,66,444,690
2460,Amir Johnson,Philadelphia 76ers,C-F,2017,74,18,140,1170.0,52,342,44,27,192,118,55,2.15,45,10,130,330
2461,Ersan Ilyasova,Philadelphia 76ers,F,2017,23,3,93,554.0,33,249,9,5,65,39,29,1.34,17,30,63,154
2462,Jahlil Okafor,Philadelphia 76ers,C-F,2017,2,0,4,25.0,2,10,2,1,7,1,3,0.33,0,0,4,9
2463,Shabazz Muhammad,Minnesota Timberwolves,G-F,2017,32,2,47,301.0,22,120,2,11,23,7,5,1.4,5,4,43,45
2464,Tyus Jones,Minnesota Timberwolves,G,2017,82,11,150,1467.0,71,416,6,18,110,232,59,3.93,95,45,105,132
2465,Marcus Georges-Hunt,Minnesota Timberwolves,G-F,2017,42,0,21,224.0,13,59,0,2,32,7,3,2.33,6,4,17,16
2466,Anthony Brown,Minnesota Timberwolves,F-G,2017,1,0,1,4.0,0,3,0,0,0,1,0,0.0,0,1,0,0
2467,Amile Jefferson,Minnesota Timberwolves,F,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2468,Gorgui Dieng,Minnesota Timberwolves,C,2017,79,0,186,1333.0,79,470,39,29,147,71,59,1.2,45,19,167,360
2469,Gian Clavell,Dallas Mavericks,G,2017,7,0,6,64.0,2,20,0,0,8,3,2,1.5,2,6,0,7
2470,Dorian Finney-Smith,Dallas Mavericks,F,2017,21,13,46,448.0,11,123,4,8,43,26,21,1.24,10,20,26,75
2471,Maxi Kleber,Dallas Mavericks,F-C,2017,72,35,151,1206.0,44,386,47,15,114,51,30,1.7,26,40,111,234
2472,Devin Harris,Dallas Mavericks,G,2017,44,1,118,807.0,93,373,8,16,103,85,49,1.73,33,44,74,85
2473,Taurean Prince,Atlanta Hawks,F,2017,82,82,415,2464.0,152,1158,42,63,168,214,191,1.12,85,176,239,389
2474,Antonius Cleveland,Dallas Mavericks,G,2017,13,0,4,81.0,2,10,4,1,11,2,2,1.0,6,0,4,10
2475,Johnathan Motley,Dallas Mavericks,F,2017,11,4,40,176.0,15,96,2,7,18,7,9,0.78,3,1,39,49
2476,Salah Mejri,Dallas Mavericks,C,2017,61,1,88,729.0,38,214,67,15,121,35,39,0.9,22,0,88,246
2477,Seth Curry,Dallas Mavericks,G,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2478,Ben Simmons,Philadelphia 76ers,G-F,2017,81,81,544,2732.0,191,1279,70,49,211,661,278,2.38,140,0,544,659
2479,Marco Belinelli,Philadelphia 76ers,G,2017,28,1,138,737.0,47,380,9,6,50,45,40,1.13,20,57,81,51
2480,Robert Covington,Philadelphia 76ers,F,2017,80,80,345,2531.0,116,1009,72,42,238,156,126,1.24,137,203,142,433
2481,Markelle Fultz,Philadelphia 76ers,G,2017,14,0,45,253.0,10,100,4,18,22,53,17,3.12,12,0,45,43
2482,Jacob Pullen,Philadelphia 76ers,G,2017,3,0,1,6.0,0,2,0,0,0,0,1,0.0,0,0,1,0
2483,Larry Drew II,Philadelphia 76ers,G,2017,3,0,1,15.0,0,2,0,0,2,2,1,2.0,0,0,1,1
2484,Trevor Booker,Philadelphia 76ers,F,2017,33,0,61,494.0,32,156,11,9,50,27,20,1.35,16,2,59,122
2485,Nerlens Noel,Dallas Mavericks,C,2017,30,6,55,472.0,21,131,22,9,59,20,26,0.77,31,0,55,168
2486,Aaron Brooks,Minnesota Timberwolves,G,2017,32,1,28,189.0,8,75,0,4,28,20,11,1.82,6,11,17,17
2487,Marco Belinelli,Atlanta Hawks,G,2017,52,1,199,1209.0,101,591,3,15,41,103,54,1.91,46,92,107,100
2488,Kent Bazemore,Atlanta Hawks,G-F,2017,65,65,284,1789.0,160,836,45,35,147,228,157,1.45,100,108,176,248
2489,Iman Shumpert,Cleveland Cavaliers,G,2017,14,6,22,276.0,11,62,4,3,22,17,16,1.06,9,7,15,41
2490,Dwyane Wade,Cleveland Cavaliers,G,2017,46,3,198,1069.0,94,513,32,22,84,163,92,1.77,42,23,175,181
2491,Tristan Thompson,Cleveland Cavaliers,F,2017,53,22,132,1072.0,43,307,17,20,102,33,36,0.92,16,0,132,352
2492,Derrick Rose,Cleveland Cavaliers,G,2017,16,7,58,308.0,35,157,4,11,14,26,28,0.93,3,6,52,29
2493,Jose Calderon,Cleveland Cavaliers,G,2017,57,32,93,914.0,24,255,2,8,81,117,41,2.85,27,45,48,84
2494,Channing Frye,Cleveland Cavaliers,F-C,2017,44,1,84,544.0,14,212,12,3,54,28,17,1.65,17,30,54,110
2495,JR Smith,Cleveland Cavaliers,G-F,2017,80,61,240,2244.0,39,662,11,7,161,141,81,1.74,68,143,97,235
2496,London Perrantes,Cleveland Cavaliers,G,2017,14,0,2,66.0,3,7,1,1,6,5,1,5.0,2,0,2,4
2497,George Hill,Cleveland Cavaliers,G,2017,24,24,83,669.0,33,226,15,9,53,67,28,2.39,22,27,56,64
2498,Kevin Love,Cleveland Cavaliers,F,2017,59,59,334,1651.0,234,1039,24,49,120,103,90,1.14,43,137,197,546
2499,Kendrick Perkins,Cleveland Cavaliers,C,2017,1,0,1,15.0,1,3,0,1,1,2,1,2.0,1,0,1,1
2500,Larry Nance Jr.,Cleveland Cavaliers,F,2017,24,9,88,499.0,36,213,18,9,59,25,10,2.5,29,1,87,168
2501,Jeff Green,Cleveland Cavaliers,F,2017,78,14,295,1828.0,203,846,34,39,149,99,75,1.32,41,53,242,246
2502,Kyle Korver,Cleveland Cavaliers,G-F,2017,73,4,222,1574.0,64,672,27,17,130,88,55,1.6,31,164,58,165
2503,Okaro White,Cleveland Cavaliers,F,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2504,Isaiah Thomas,Cleveland Cavaliers,G,2017,15,14,70,406.0,59,221,2,24,25,68,41,1.66,9,22,48,31
2505,Rodney Hood,Cleveland Cavaliers,G-F,2017,21,11,88,532.0,26,227,5,6,41,30,7,4.29,15,25,63,54
2506,Marcus Thornton,Cleveland Cavaliers,G,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2507,Cedi Osman,Cleveland Cavaliers,F,2017,61,12,90,672.0,26,238,3,4,78,41,32,1.28,22,32,58,120
2508,Jae Crowder,Cleveland Cavaliers,F,2017,53,47,157,1345.0,78,454,12,20,124,58,42,1.38,41,62,95,173
2509,Ante Zizic,Cleveland Cavaliers,C,2017,32,2,49,214.0,21,119,13,2,30,5,11,0.45,2,0,49,60
2510,John Holland,Cleveland Cavaliers,G,2017,24,0,17,174.0,9,54,2,2,10,5,8,0.63,7,11,6,24
2511,LeBron James,Cleveland Cavaliers,F,2017,82,82,857,3026.0,388,2251,71,68,136,747,347,2.15,116,149,708,709
2512,Marcus Thornton,Cleveland Cavaliers,G,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2513,Jordan Clarkson,Cleveland Cavaliers,G,2017,28,0,131,632.0,47,353,3,15,44,48,32,1.5,19,44,87,58
2514,Caleb Swanigan,Portland Trail Blazers,F,2017,27,3,24,189.0,12,61,3,4,37,14,18,0.78,5,1,23,54
2515,Maurice Harkless,Portland Trail Blazers,F,2017,59,37,147,1264.0,42,385,43,17,103,53,40,1.33,48,49,98,162
2516,Jake Layman,Portland Trail Blazers,F,2017,34,1,14,160.0,2,34,4,1,13,11,5,2.2,6,4,10,16
2517,Evan Turner,Portland Trail Blazers,G-F,2017,79,40,258,2034.0,91,649,29,15,163,173,99,1.75,47,42,216,244
2518,CJ McCollum,Portland Trail Blazers,G,2017,81,81,667,2923.0,209,1732,35,99,168,272,151,1.8,77,189,478,321
2519,Zach Collins,Portland Trail Blazers,F-C,2017,66,1,115,1046.0,27,292,31,17,133,52,58,0.9,17,35,80,221
2520,Jusuf Nurkic,Portland Trail Blazers,C,2017,79,79,480,2088.0,172,1132,111,67,247,143,183,0.78,64,0,480,708
2521,Ed Davis,Portland Trail Blazers,F-C,2017,78,0,170,1471.0,74,414,52,30,188,40,66,0.61,32,0,170,575
2522,Noah Vonleh,Portland Trail Blazers,F-C,2017,33,12,47,476.0,23,119,11,8,42,13,15,0.87,6,2,45,167
2523,Al-Farouq Aminu,Portland Trail Blazers,F,2017,69,67,230,2072.0,59,644,40,16,136,84,79,1.06,79,125,105,525
2524,Jaylen Morris,Atlanta Hawks,G,2017,6,0,13,98.0,0,28,1,5,2,7,6,1.17,2,2,11,16
2525,Damian Lillard,Portland Trail Blazers,G,2017,73,73,621,2670.0,493,1962,27,90,117,481,206,2.33,77,227,394,325
2526,Brandon Rush,Portland Trail Blazers,G-F,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2527,Georgios Papagiannis,Portland Trail Blazers,C,2017,1,0,1,4.0,0,2,0,0,0,0,0,0.0,2,0,1,1
2528,Pat Connaughton,Portland Trail Blazers,G,2017,82,5,165,1488.0,37,441,22,23,120,91,43,2.12,23,74,91,161
2529,Shabazz Napier,Portland Trail Blazers,G,2017,74,9,223,1535.0,116,644,14,30,84,150,90,1.67,81,82,141,170
2530,Wade Baldwin IV,Portland Trail Blazers,G,2017,7,0,14,80.0,6,38,1,1,12,5,4,1.25,2,4,10,8
2531,C.J. Wilcox,Portland Trail Blazers,G,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2532,John Collins,Atlanta Hawks,F-C,2017,74,26,314,1785.0,133,777,80,48,215,98,105,0.93,47,16,298,541
2533,Antonius Cleveland,Atlanta Hawks,G,2017,4,0,4,42.0,2,13,1,0,12,0,5,0.0,1,3,1,4
2534,Damion Lee,Atlanta Hawks,G,2017,15,11,62,404.0,22,161,1,13,25,29,14,2.07,19,15,47,71
2535,Jeremy Evans,Atlanta Hawks,F,2017,1,0,1,5.0,0,2,0,0,1,0,1,0.0,0,0,1,1
2536,Meyers Leonard,Portland Trail Blazers,F-C,2017,33,2,46,254.0,9,112,0,0,36,17,10,1.7,7,11,35,70
2537,E'Twaun Moore,New Orleans Pelicans,G,2017,82,80,423,2586.0,48,1022,12,35,182,187,102,1.83,79,128,295,238
2538,Karl-Anthony Towns,Minnesota Timberwolves,C,2017,82,82,639,2918.0,345,1743,115,64,285,199,159,1.25,64,120,519,1012
2539,Jeff Teague,Minnesota Timberwolves,G,2017,70,70,354,2311.0,202,994,23,47,171,492,177,2.78,102,84,270,209
2540,Ben McLemore,Memphis Grizzlies,G,2017,56,17,157,1091.0,53,422,15,17,139,51,61,0.84,38,55,102,139
2541,JaMychal Green,Memphis Grizzlies,F,2017,55,54,223,1542.0,80,569,25,41,153,79,76,1.04,32,43,180,464
2542,Deyonta Davis,Memphis Grizzlies,F,2017,62,6,161,943.0,38,360,39,6,125,40,32,1.25,15,0,161,250
2543,Chandler Parsons,Memphis Grizzlies,F,2017,36,8,108,691.0,17,284,11,10,53,69,35,1.97,18,51,57,90
2544,Mike Conley,Memphis Grizzlies,G,2017,12,12,64,373.0,53,205,3,8,24,49,18,2.72,12,24,40,27
2545,Xavier Rathan-Mayes,Memphis Grizzlies,G,2017,5,0,12,118.0,4,29,3,3,18,18,11,1.64,6,1,11,5
2546,James Ennis III,Memphis Grizzlies,F,2017,45,14,108,1053.0,64,310,12,12,81,49,38,1.29,32,30,78,157
2547,Andrew Harrison,Memphis Grizzlies,G,2017,56,46,181,1326.0,124,533,26,29,138,177,81,2.19,38,47,134,131
2548,Dillon Brooks,Memphis Grizzlies,G-F,2017,82,74,340,2350.0,124,898,17,48,233,135,124,1.09,73,94,246,257
2549,Myke Henry,Memphis Grizzlies,F-G,2017,20,0,41,378.0,6,107,6,7,28,22,19,1.16,31,19,22,38
2550,MarShon Brooks,Memphis Grizzlies,G,2017,7,1,51,193.0,20,141,3,4,6,25,16,1.56,11,19,32,21
2551,Briante Weber,Memphis Grizzlies,G,2017,5,0,10,119.0,4,24,2,1,10,9,8,1.13,8,0,10,17
2552,Omari Johnson,Memphis Grizzlies,F,2017,4,0,9,75.0,0,22,0,1,6,7,3,2.33,2,4,5,11
2553,Mario Chalmers,Memphis Grizzlies,G,2017,66,10,168,1421.0,118,507,14,32,179,197,117,1.68,79,53,115,157
2554,Wayne Selden Jr.,Memphis Grizzlies,G,2017,35,9,116,691.0,44,325,5,19,59,66,54,1.22,18,49,67,56
2555,Marc Gasol,Memphis Grizzlies,C,2017,73,73,434,2408.0,281,1258,101,45,185,305,194,1.57,54,109,325,592
2556,George Hill,Sacramento Kings,G,2017,43,36,153,1143.0,77,441,12,9,75,119,60,1.98,39,58,95,117
2557,Bruno Caboclo,Sacramento Kings,F,2017,10,0,9,100.0,5,26,4,1,7,3,4,0.75,2,3,6,21
2558,Nigel Hayes,Sacramento Kings,F,2017,5,0,8,105.0,0,18,3,0,8,4,1,4.0,2,2,6,22
2559,Jack Cooley,Sacramento Kings,C-F,2017,7,0,13,87.0,14,40,0,4,13,6,3,2.0,1,0,13,30
2560,Georgios Papagiannis,Sacramento Kings,C,2017,16,0,17,118.0,0,34,6,2,12,9,8,1.13,2,0,17,36
2561,Vince Hunter,Memphis Grizzlies,F,2017,4,0,3,7.0,0,6,1,0,0,0,1,0.0,0,0,3,3
2562,Jarell Martin,Memphis Grizzlies,F,2017,73,36,221,1661.0,89,565,49,39,211,73,86,0.85,39,34,187,318
2563,Nik Stauskas,Philadelphia 76ers,G,2017,6,0,1,45.0,2,4,0,0,3,1,4,0.25,4,0,1,1
2564,Demetrius Jackson Jr.,Philadelphia 76ers,G,2017,3,0,3,17.0,1,8,0,1,1,4,1,4.0,1,1,2,1
2565,A.J. Hammons,Miami Heat,C,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2566,Nick Collison,Oklahoma City Thunder,F,2017,15,0,13,75.0,5,31,0,0,7,4,7,0.57,0,0,13,20
2567,PJ Dozier,Oklahoma City Thunder,G,2017,2,0,1,3.0,0,2,0,0,1,0,1,0.0,0,0,1,1
2568,Paul George,Oklahoma City Thunder,F,2017,79,79,576,2891.0,338,1734,39,63,233,263,212,1.24,161,244,332,447
2569,Kyle Singler,Oklahoma City Thunder,F,2017,12,0,7,59.0,7,23,0,2,4,2,3,0.67,1,2,5,10
2570,Josh Huestis,Oklahoma City Thunder,F,2017,69,10,60,981.0,6,159,43,11,82,20,26,0.77,15,33,27,161
2571,Terrance Ferguson,Oklahoma City Thunder,G,2017,61,12,70,763.0,9,189,10,7,83,19,11,1.73,24,40,30,47
2572,Dakari Johnson,Oklahoma City Thunder,C,2017,31,6,22,161.0,11,55,8,4,27,8,3,2.67,6,0,22,34
2573,Steven Adams,Oklahoma City Thunder,C,2017,76,76,448,2487.0,160,1056,78,46,215,88,128,0.69,92,0,448,685
2574,Raymond Felton,Oklahoma City Thunder,G,2017,82,2,224,1365.0,36,565,16,24,91,203,76,2.67,49,81,143,156
2575,Joe Johnson,Sacramento Kings,G-F,2017,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
2576,Russell Westbrook,Oklahoma City Thunder,G,2017,80,80,757,2914.0,417,2028,20,84,200,820,381,2.15,147,97,660,804
2577,Jerami Grant,Oklahoma City Thunder,F,2017,81,1,244,1647.0,162,682,77,45,155,57,54,1.06,31,32,212,319
2578,Patrick Patterson,Oklahoma City Thunder,F,2017,82,3,106,1270.0,40,318,23,7,87,57,33,1.73,48,66,40,193
2579,Alex Abrines,Oklahoma City Thunder,G-F,2017,75,8,115,1134.0,39,353,8,9,124,28,25,1.12,38,84,31,114
2580,Daniel Hamilton,Oklahoma City Thunder,G-F,2017,6,0,5,28.0,0,12,0,1,2,8,2,4.0,1,2,3,5
2581,Corey Brewer,Oklahoma City Thunder,G-F,2017,18,16,64,515.0,31,182,6,10,56,24,11,2.18,38,23,41,61
2582,Carmelo Anthony,Oklahoma City Thunder,F,2017,78,78,472,2501.0,148,1261,49,54,197,103,99,1.04,47,169,303,453
2583,Dario Saric,Philadelphia 76ers,F-C,2017,78,73,403,2310.0,178,1141,20,55,160,202,148,1.36,51,157,246,520
2584,James Young,Philadelphia 76ers,G-F,2017,6,0,5,61.0,4,17,0,0,4,2,1,2.0,0,3,2,2
2585,Justin Anderson,Philadelphia 76ers,F-G,2017,38,0,87,519.0,28,236,7,13,54,25,16,1.56,15,34,53,93
2586,Timothe Luwawu-Cabarrot,Philadelphia 76ers,G-F,2017,52,7,100,807.0,46,299,5,20,97,54,38,1.42,12,53,47,72
2587,Andre Roberson,Oklahoma City Thunder,G-F,2017,39,39,87,1037.0,12,194,35,10,89,46,30,1.53,45,8,79,185
2588,Nemanja Bjelica,Minnesota Timberwolves,F,2017,67,21,171,1371.0,36,454,16,21,141,86,52,1.65,50,76,95,274
2589,Willie Cauley-Stein,Sacramento Kings,C,2017,73,57,388,2044.0,153,932,67,69,185,172,109,1.58,77,3,385,510
2590,Justin Jackson,Sacramento Kings,F,2017,68,41,185,1506.0,26,453,13,12,81,74,40,1.85,28,57,128,187
2591,Harrison Barnes,Dallas Mavericks,F,2017,77,77,537,2634.0,259,1452,14,51,94,152,118,1.29,49,119,418,468
2592,Aaron Harrison,Dallas Mavericks,G,2017,9,3,19,233.0,13,60,2,0,27,11,3,3.67,9,9,10,24
2593,J.J. Barea,Dallas Mavericks,G,2017,69,11,303,1603.0,80,801,3,24,83,434,143,3.03,35,115,188,201
2594,Dirk Nowitzki,Dallas Mavericks,F,2017,77,77,346,1900.0,97,927,45,5,146,120,51,2.35,43,138,208,438
2595,Jalen Jones,Dallas Mavericks,F,2017,12,0,25,162.0,10,69,1,9,20,4,7,0.57,5,9,16,35
2596,Dwight Powell,Dallas Mavericks,C,2017,79,24,255,1672.0,133,671,32,25,186,91,59,1.54,67,28,227,444
2597,Dennis Smith Jr.,Dallas Mavericks,G,2017,69,69,404,2049.0,134,1048,18,101,152,358,194,1.85,71,106,298,260
2598,Kyle Collinsworth,Dallas Mavericks,F,2017,32,2,38,480.0,21,101,9,13,44,56,24,2.33,17,4,34,107
2599,Yogi Ferrell,Dallas Mavericks,G,2017,82,21,311,2281.0,82,838,9,33,153,201,78,2.58,64,134,177,249
2600,Wesley Matthews,Dallas Mavericks,G,2017,63,63,283,2131.0,83,802,16,25,140,172,83,2.07,76,153,130,198
2601,Jeff Withey,Dallas Mavericks,C,2017,10,0,6,39.0,1,15,3,1,3,0,2,0.0,0,2,4,10
2602,Doug McDermott,Dallas Mavericks,F,2017,26,3,86,596.0,24,235,4,9,49,29,22,1.32,9,39,47,66
2603,Jameel Warney,Dallas Mavericks,F,2017,3,0,7,27.0,3,17,0,2,2,0,1,0.0,0,0,7,9
2604,Josh McRoberts,Dallas Mavericks,F-C,2017,2,0,0,6.0,0,0,0,0,2,0,0,0.0,0,0,0,0
2605,Cole Aldrich,Minnesota Timberwolves,C,2017,21,0,5,49.0,2,12,1,1,11,3,1,3.0,2,0,5,15
